,name,longitude,latitude
20550,CHENEGA BAY,-148.02992912016944,60.05608230223556
20551,MORNE ROUGE,-61.75142255075684,12.003546781476851
20552,MORNE ROUGE,-61.750638711746085,11.998562875689933
20553,OSIKDO DONG,126.5306914594304,35.937697455712645
20554,OSIKDO DONG,126.53041991157312,35.93619289902468
20555,PHI PHI DON,98.76190849602844,7.745726418290969
20556,PUERTO RICO,-15.711077720951364,27.78190176857459
20557,PUERTO RICO,-15.712964586385471,27.78040170459947
20558,PUERTO RICO,-15.712798734080106,27.782058799808716
20559,PUERTO RICO,-15.710888999975609,27.780480255058556
20560,PULAU TELLO,98.2825698853,-0.052760001272
20561,ESCRAVOS GAS,5.229912483659367,5.618967894220628
20562,ESCRAVOS GAS,5.2289780827059404,5.615262730990732
20563,ESCRAVOS GAS,5.239739386943893,5.620253366620134
20564,ESCRAVOS GAS,5.2343250168490245,5.619289157057786
20565,ESCRAVOS GAS,5.220326091220504,5.616128228954202
20566,KARIMUN JAWA,110.432220459,-5.88044977188
20567,LA PLANCHADA,-73.219152,-16.405199
20568,OTOK KAPRIJE,15.66689593636092,43.697929518976174
20569,PAREANUI BAY,174.19312334955836,-35.255244879654455
20570,PAREANUI BAY,174.23773689479526,-35.22283762677206
20571,PAREANUI BAY,174.23457787091743,-35.22871990135035
20572,PAREANUI BAY,174.23219008804577,-35.254616887563074
20573,PAREANUI BAY,174.20397236799118,-35.255491372455275
20574,PAREANUI BAY,174.19883311249563,-35.2550669692293
20575,PAREANUI BAY,174.19842245251303,-35.25824945284194
20576,PAREANUI BAY,174.22863797903997,-35.24629007633566
20577,PAREANUI BAY,174.2400315899101,-35.22191944966309
20578,PAREANUI BAY,174.23432617280915,-35.2537867262904
20579,POINTE NOIRE,11.831161607020992,-4.765755395115196
20580,POINTE NOIRE,11.81248388637149,-4.757148666387312
20581,POINTE NOIRE,11.823908225293172,-4.752600134340647
20582,POINTE NOIRE,11.817822058550677,-4.742488855175726
20583,POINTE NOIRE,11.828994917215542,-4.75243588264897
20584,POINTE NOIRE,11.823698621342867,-4.74732719829729
20585,POINTE NOIRE,11.834745459009682,-4.757157924287377
20586,POINTE NOIRE,11.83496066761322,-4.762473257247113
20587,POINTE NOIRE,11.82980287536082,-4.761960828310029
20588,POINTE NOIRE,11.825124718759596,-4.76092771114267
20589,POINTE NOIRE,11.829023952880116,-4.747575462678262
20590,POINTE NOIRE,11.806014122410328,-4.757244704141232
20591,POINTE NOIRE,11.818473335691344,-4.752248207557806
20592,POINTE NOIRE,11.829175425574665,-4.757305366334264
20593,POINTE NOIRE,11.817783989874515,-4.747250166100742
20594,POINTE NOIRE,11.83443672772562,-4.752470584778044
20595,POINTE NOIRE,11.823606751699048,-4.742581528376596
20596,PORT LA TOUR,-65.47026677541646,43.498649409552186
20597,RUMELIFENERI,29.118173389270986,41.230716649363984
20598,RUMELIFENERI,29.115409594120614,41.2283464269072
20599,RUMELIFENERI,29.11371254367755,41.23187855624086
20600,RUMELIFENERI,29.113533935457205,41.229874015340016
20601,TENAU KUPANG,123.50839497395832,-10.194842218780847
20602,TENAU KUPANG,123.51323584041366,-10.18965140342676
20603,TENAU KUPANG,123.50311707513332,-10.187408955491296
20604,TENAU KUPANG,123.50339861468454,-10.195263855652806
20605,TENAU KUPANG,123.5030453992061,-10.19071703085155
20606,TENAU KUPANG,123.50978142704564,-10.181452225387394
20607,TENAU KUPANG,123.50861301212848,-10.18633437903148
20608,TENAU KUPANG,123.51324833914823,-10.185156416327327
20609,TENAU KUPANG,123.49747643805374,-10.187527160590635
20610,TENAU KUPANG,123.49778288295144,-10.191486242037524
20611,TENAU KUPANG,123.50831704022838,-10.190331210281377
20612,TENAU KUPANG,123.51275179750358,-10.180873329169824
20613,TENAU KUPANG,123.4971732966511,-10.195713393006208
20614,TENAU KUPANG,123.5137935077819,-10.195031968366438
20615,TENAU KUPANG,123.51303471459823,-10.17630038261692
20616,WHANGAPARAOA,174.78722407946947,-36.62568325570147
20617,ESTHER ISLAND,-148.08111895201938,60.792509471643314
20618,MAHAKAM DELTA,117.28286016955336,-0.8329246210986175
20619,MAHAKAM DELTA,117.27473804579424,-0.849542778095628
20620,MAHAKAM DELTA,117.55900026723062,-0.7869652555378623
20621,MAHAKAM DELTA,117.27539882607806,-0.857287116586507
20622,MAHAKAM DELTA,117.27614134171246,-0.8441880624852643
20623,MAHAKAM DELTA,117.26947322945274,-0.8540449519571576
20624,MAHAKAM DELTA,117.27660113309148,-0.8421735106735204
20625,MAHAKAM DELTA,117.56476590383627,-0.6100834096421751
20626,MAHAKAM DELTA,117.54717685536312,-0.6072566799241582
20627,MAHAKAM DELTA,117.5691777301101,-0.6121398021816387
20628,MAHAKAM DELTA,117.54041425932158,-0.6733635416914627
20629,PENGHU COUNTY,119.65372661464237,23.657176034396144
20630,PENGHU COUNTY,119.64814475697176,23.653386138712097
20631,PENGHU COUNTY,119.64127176014756,23.654479596687505
20632,PENGHU COUNTY,119.65238431117932,23.652832123467185
20633,PENGHU COUNTY,119.65622932135712,23.65842871804855
20634,PENGHU COUNTY,119.65690663118625,23.65990139354924
20635,VILA DO PORTO,-25.14959190231124,36.94262313943533
20636,BERKELEY SOUND,-57.95465285824986,-51.5528177454844
20637,CLARKS HARBOUR,-65.63518909639298,43.44339607642879
20638,CLARKS HARBOUR,-65.63581859961387,43.444019465431936
20639,CLARKS HARBOUR,-65.63773493578393,43.44192818603873
20640,JEONGWANG-DONG,126.714761266939,37.37258883468537
20641,JEONGWANG-DONG,126.71892571580992,37.37657128739456
20642,JEONGWANG-DONG,126.7230449074042,37.38063913888252
20643,JEONGWANG-DONG,126.72461464309602,37.38229257070456
20644,JEONGWANG-DONG,126.72155765856446,37.37919486226637
20645,LABUHAN LOMBOK,116.6803781736608,-8.477097364725795
20646,LABUHAN LOMBOK,116.6753228092202,-8.47834419433305
20647,MOTURUA ISLAND,174.22410932635793,-35.21349501579459
20648,MOTURUA ISLAND,174.18908627967642,-35.22897242832787
20649,MOTURUA ISLAND,174.17077098273737,-35.23521587654572
20650,MOTURUA ISLAND,174.18862818893973,-35.22995608620363
20651,MOTURUA ISLAND,174.22148796799934,-35.213192526301256
20652,MOTURUA ISLAND,174.20245908412278,-35.22875707576302
20653,MOTURUA ISLAND,174.1995952358609,-35.22780803566554
20654,PANKOF BREAKER,-163.08876613135345,54.69249423380704
20655,PLAYA DE OROJA,-17.15046238530893,28.053304014680155
20656,PUNTA CORVEIRA,-8.843605146222647,42.29386459654492
20657,PUNTA CORVEIRA,-8.835667916571067,42.28920938320062
20658,SESTRI LEVANTE,9.38340493099275,44.26913038880648
20659,TELAGA PUNGGUR,104.12162469344712,1.0302495783095016
20660,NEW TAIPEI CITY,121.69878612593466,25.187297879543557
20661,NEW TAIPEI CITY,121.69995426567228,25.192354720086655
20662,NEW TAIPEI CITY,121.68606633385158,25.203920979374683
20663,NEW TAIPEI CITY,121.68901561455948,25.19567461972106
20664,NEW TAIPEI CITY,121.68867526337009,25.211541694565703
20665,NEW TAIPEI CITY,121.69756087897426,25.18303315335712
20666,NEW TAIPEI CITY,121.68714805405968,25.206651073710688
20667,NEW TAIPEI CITY,121.70499308909793,25.19121942069252
20668,NEW TAIPEI CITY,121.69608945169952,25.18262604394568
20669,NEW TAIPEI CITY,121.69564385369,25.18038657235834
20670,NORTH VANCOUVER,-123.09018944243157,49.31181180529818
20671,NORTH VANCOUVER,-123.10016030115167,49.304563168361454
20672,NORTH VANCOUVER,-123.0784656758368,49.30590062465146
20673,NORTH VANCOUVER,-123.10773907158789,49.308891370613246
20674,NORTH VANCOUVER,-123.08353899884877,49.3098898304933
20675,NORTH VANCOUVER,-123.1247623496264,49.31173736981193
20676,NORTH VANCOUVER,-123.0763826821028,49.30684219597848
20677,NORTH VANCOUVER,-123.10679795864482,49.31162386191341
20678,NORTH VANCOUVER,-123.09419093730496,49.311085906171954
20679,NORTH VANCOUVER,-123.11802559766976,49.30939439364364
20680,NORTH VANCOUVER,-123.10398379101294,49.313166873288914
20681,NORTH VANCOUVER,-123.12223594025936,49.31053644674206
20682,NORTH VANCOUVER,-123.1045641753675,49.30459991211716
20683,SEKONDI-TAKORADI,-1.7024971775144178,4.94546547771767
20684,SEKONDI-TAKORADI,-1.7021020609559865,4.939974533054642
20685,SEKONDI-TAKORADI,-1.6989835274326524,4.939713331116933
20686,SEKONDI-TAKORADI,-1.7412553526845105,4.894634524169153
20687,SEKONDI-TAKORADI,-1.7077210099060187,4.941630462151162
20688,SEKONDI-TAKORADI,-1.7041078442093067,4.935687817722135
20689,SEKONDI-TAKORADI,-1.6984567449539905,4.944696743393313
20690,SEKONDI-TAKORADI,-1.7412080828593446,4.886537024779064
20691,SEKONDI-TAKORADI,-1.744870237696558,4.8873076590323725
20692,SEKONDI-TAKORADI,-1.7381198749177846,4.895627158424017
20693,SEKONDI-TAKORADI,-1.7369555050241452,4.88526116243413
20694,DIYAR AL MUHARRAQ,50.663277415053194,26.26778409454272
20695,DIYAR AL MUHARRAQ,50.66322138479105,26.268826669889847
20696,DIYAR AL MUHARRAQ,50.664272718534654,26.26788397872331
20697,BULLENBAAI REFINERY,-69.02752000349686,12.193055238225464
20698,GREAT KEPPEL ISLAND,150.94629144226562,-23.195503012478817
20699,GREAT KEPPEL ISLAND,150.9493742230232,-23.19577829689828
20700,PUERTO DE LA ESTACA,-17.901301096432018,27.783069493713608
20701,ROBINSON CRUSOE ISLAND,177.2875527413927,-18.0518234183963
20702,ROBINSON CRUSOE ISLAND,177.2852786542512,-18.052045451491946
20703,DOHA,51.53418591759179,25.381025364900736
20704,DOHA,51.55446042572415,25.36372947890059
20705,DOHA,51.531245924420894,25.39184550806588
20706,DOHA,51.52890844661948,25.35919322082765
20707,DOHA,51.54074117356526,25.36920100071961
20708,DOHA,51.54082758337265,25.365502039532355
20709,DOHA,51.5471451120213,25.36730480735
20710,DOHA,51.54714554214617,25.370162268798
20711,DOHA,51.54314721084536,25.372484381060016
20712,DOHA,51.54385218692413,25.371253209189856
20713,DOHA,51.53026091071892,25.391560656117598
20714,DOHA,51.544153855881376,25.3661552396893
20715,DOHA,51.56402504758185,25.356137518821825
20716,ETEN,-79.83244786609747,-6.946072260153689
20717,TEMA,0.0124965609405548,5.615951912196289
20718,TEMA,0.0116860339314873,5.606488678337012
20719,TEMA,0.0210497196543619,5.617006509460486
20720,TEMA,-0.0079074479560445,5.611804083781017
20721,TEMA,0.0022491373154642,5.606668316534073
20722,TEMA,0.0118411045408198,5.611328777903236
20723,TEMA,0.0168497898549022,5.62984034842101
20724,TEMA,0.0176849659631493,5.620717334940805
20725,TEMA,0.0161942941008423,5.638006597487765
20726,TEMA,0.0212269693129653,5.6211852717542525
20727,TEMA,0.016526774344757,5.616755915747431
20728,TEMA,0.0189738151195028,5.633342198730517
20729,TEMA,0.0072684523026864,5.611556158375884
20730,TEMA,0.0072000579974465,5.606257585846614
20731,TEMA,-0.0114260189094068,5.61098550068784
20732,VIGO,-8.881612060302444,42.20991457990538
20733,VIGO,-8.881543426656616,42.214752945393855
20734,VIGO,-8.878939929541108,42.22383013922192
20735,VIGO,-8.878572195225365,42.21882008793613
20736,VIGO,-8.881907564441319,42.203543860493056
20737,VIGO,-8.87834624712662,42.20446292256359
20738,VIGO,-8.887241069650146,42.2042377078729
20739,VIGO,-8.878725831377086,42.21506873408434
20740,VIGO,-8.881773348725652,42.22385968317949
20741,VIGO,-8.88183755423286,42.21838961683784
20742,VIGO,-8.878621035388798,42.21003867115969
20743,ASKAR,50.629676076190144,26.081918326967745
20744,BELEM,-48.48423918144208,-1.340125509687515
20745,BELEM,-48.48534298515549,-1.3343206121651343
20746,BUSAN,129.10530632700338,35.083686823671144
20747,BUSAN,129.12961607709056,35.15339109009943
20748,BUSAN,129.02209626831592,35.05120302734172
20749,BUSAN,129.05817704428148,35.05518665447093
20750,BUSAN,129.07280724222602,35.04942514963137
20751,BUSAN,129.13655816735923,35.16130787099112
20752,BUSAN,129.06824791304547,35.05417781602058
20753,BUSAN,129.02611768840657,35.0496052982194
20754,BUSAN,129.0578903746949,35.06300810762256
20755,BUSAN,129.02276780259064,35.05401647139724
20756,BUSAN,129.13573863606914,35.1505924581083
20757,BUSAN,129.07329545843697,35.05296988891705
20758,BUSAN,129.14038088251638,35.158701809064816
20759,BUSAN,129.06281630700926,35.05670772892798
20760,BUSAN,129.02629119810973,35.05349883717659
20761,BUSAN,129.15826046945838,35.152798652088805
20762,DAKAR,-17.349049247778524,14.725592350904243
20763,DAKAR,-17.4055765328121,14.690316127797155
20764,DAKAR,-17.405317326694234,14.685385797343148
20765,HIROO,143.3300356623503,42.298054673392215
20766,HIROO,143.32880062470326,42.300388658888416
20767,HIROO,143.32097656660213,42.28845670663748
20768,HIROO,143.33218638384884,42.301363306812654
20769,HIROO,143.32406672394376,42.29832945425598
20770,HIROO,143.3248736967128,42.295951549035465
20771,HIROO,143.32162558830805,42.29358955247152
20772,HIROO,143.33557955224234,42.29947931599405
20773,MANTA,-80.70202261172005,-0.924740400990323
20774,MANTA,-80.70238429029608,-0.920534754289518
20775,PISCO,-76.30896381788662,-13.773613735431868
20776,PISCO,-76.29214159055057,-13.772953587014923
20777,PISCO,-76.30264314575254,-13.773419075590708
20778,PISCO,-76.29641794449127,-13.77355313509454
20779,PISCO,-76.26563752885461,-13.76749620127767
20780,TAHAA,-151.42958785890548,-16.64252269876205
20781,TAHAA,-151.43448108026448,-16.64009029912513
20782,TAHAA,-151.42917239379244,-16.63982724791193
20783,TORIL,125.506347953741,7.0041010308117055
20784,ULSAN,129.40511388445788,35.47458302166964
20785,ULSAN,129.42699565450246,35.48413827520202
20786,ULSAN,129.42760820908586,35.47659515711237
20787,ULSAN,129.40566585519517,35.46586568525552
20788,ULSAN,129.37176675386226,35.43286722596216
20789,ULSAN,129.37893947478668,35.45351876432431
20790,ULSAN,129.36650883630864,35.42881236238491
20791,ULSAN,129.36884884443256,35.437963974881804
20792,ULSAN,129.4016044187043,35.47269733439001
20793,ULSAN,129.3638312622431,35.42502006790186
20794,ULSAN,129.42168621215978,35.46434701096384
20795,ULSAN,129.3649021944976,35.39698254713644
20796,ULSAN,129.42265427151477,35.467525339964446
20797,ULSAN,129.37905380504705,35.44283487345064
20798,ULSAN,129.39143770597778,35.435194974309766
20799,ULSAN,129.39088922904563,35.4386756985223
20800,ULSAN,129.35646213627118,35.398034111809174
20801,ULSAN,129.44178646436217,35.52580722776565
20802,ULSAN,129.43228266268648,35.46955161224054
20803,ULSAN,129.36907423359037,35.424844954354896
20804,ULSAN,129.37686663758487,35.439170353303645
20805,ULSAN,129.43017673866228,35.4831578328741
20806,ULSAN,129.43940722044115,35.52205671803584
20807,ULSAN,129.4313951541071,35.47404297930403
20808,ULSAN,129.36523565040875,35.44456189903947
20809,ULSAN,129.43754770514224,35.50988596583903
20810,ULSAN,129.41150662221602,35.4590951136008
20811,ULSAN,129.38040208204418,35.461995453372374
20812,ULSAN,129.44052955660277,35.51051565321561
20813,ULSAN,129.43544254190124,35.50585083495247
20814,ULSAN,129.43918857532063,35.52738280543074
20815,ULSAN,129.3702792020606,35.443116339429494
20816,ULSAN,129.37090776030573,35.40838876199317
20817,ULSAN,129.42735978252864,35.48195139670679
20818,ULSAN,129.3762295211481,35.43608380856842
20819,ULSAN,129.44057746305307,35.52252205951279
20820,ULSAN,129.37648564092405,35.46188375335276
20821,ULSAN,129.3698864242463,35.42816352452947
20822,ULSAN,129.3554247969308,35.40219243493068
20823,ULSAN,129.41200043113608,35.462631935661385
20824,ULSAN,129.4163026261744,35.46187540940681
20825,ULSAN,129.35858617172826,35.400518521497965
20826,ULSAN,129.40695194434215,35.46046590321497
20827,ULSAN,129.3654440741661,35.40683994584225
20828,ULSAN,129.41721726370344,35.46504675082591
20829,ULSAN,129.3792992874558,35.44855066426667
20830,ULSAN,129.4407676971381,35.50973176616292
20831,ULSAN,129.4303022423838,35.48135100997415
20832,ULSAN,129.4071347089188,35.456387791401816
20833,ULSAN,129.4216723285972,35.45503865799752
20834,ULSAN,129.37466725718647,35.42739659190405
20835,ULSAN,129.37415630555262,35.43176939124098
20836,ULSAN,129.3780441987962,35.43982426333812
20837,ULSAN,129.35763471972112,35.3979629750984
20838,ULSAN,129.37948782400306,35.45765688969677
20839,ULSAN,129.41648721163614,35.4570187717113
20840,ULSAN,129.40496632712708,35.47207170526666
20841,ULSAN,129.38533644639355,35.4647544472046
20842,ULSAN,129.36526682378062,35.439966669035655
20843,ULSAN,129.4429774966059,35.52839308472973
20844,ULSAN,129.381516957414,35.4202628707418
20845,ULSAN,129.42157661886816,35.45968852207363
20846,ULSAN,129.4269812032867,35.46591572206441
20847,ULSAN,129.38017865705123,35.425244078110666
20848,ULSAN,129.38451639835694,35.461505763838964
20849,ULSAN,129.38440947036764,35.41904085647731
20850,ULSAN,129.3809472258975,35.4117124228159
20851,ULSAN,129.36892322544068,35.42054564827018
20852,BISSAU,-15.586870653754056,11.837349054199198
20853,BONDET,108.552658081,-6.64857006073
20854,CALLAO,-77.15667460306514,-11.981283565053047
20855,CALLAO,-77.1743857045286,-12.01723819454958
20856,CALLAO,-77.16310412966365,-12.065193578660448
20857,CALLAO,-77.16363072899613,-12.02258214835902
20858,CALLAO,-77.16892211864138,-12.01721271769844
20859,CALLAO,-77.16929424389488,-12.026538274810695
20860,CALLAO,-77.16731098499999,-12.042649148265754
20861,CALLAO,-77.1691848975722,-12.022686434766428
20862,CALLAO,-77.1679603445948,-12.039992236590283
20863,CALLAO,-77.16832596545811,-12.032549686115946
20864,CALLAO,-77.17382004575953,-12.027104677602791
20865,CANGAS,-8.735094735937198,42.27480019291227
20866,DAKHLA,-16.01446700798843,23.617686851020704
20867,EGEGIK,-157.534,58.23663
20868,EGEGIK,-157.46890056420582,58.18372925896679
20869,EGEGIK,-157.51744225872667,58.23353003693881
20870,EGEGIK,-157.50844249453957,58.23177427568868
20871,EGEGIK,-157.517,58.23167
20872,EGEGIK,-157.4608865189667,58.181593620638125
20873,FUTTSU,139.82251018158627,35.342066345857056
20874,FUTTSU,139.8205786938789,35.346285637387275
20875,FUTTSU,139.8172452,35.34398618
20876,LONDON,-157.48844684518846,1.9789470175474064
20877,LONDON,-157.48589628687816,1.9797443520879865
20878,MAJURO,171.33807549654932,7.110104445392306
20879,MAJURO,171.33729027110962,7.096018754627896
20880,MAJURO,171.35238017049363,7.084107980139762
20881,MANAMA,50.56587953207574,26.248344206022807
20882,MANAMA,50.58448431146294,26.26095916666845
20883,MANAMA,50.55678541279495,26.25588685280498
20884,MANAMA,50.55664886341612,26.260911201653464
20885,MANAMA,50.57704252542019,26.271965692327463
20886,MANAMA,50.58264613164555,26.26414590381192
20887,MANAMA,50.497040626744635,26.253469931638737
20888,MANAMA,50.484614555264926,26.25257943128747
20889,MANAMA,50.49892156599865,26.25458480591032
20890,MANAMA,50.49026486575229,26.250364443655343
20891,MANAMA,50.57899529032178,26.268432133511823
20892,MANAMA,50.56262812107092,26.2491958182648
20893,MANAMA,50.55852930136406,26.25199821631498
20894,MANAMA,50.499370563962486,26.25390380195494
20895,MANAMA,50.527734367718395,26.246004513704275
20896,MANAMA,50.56083325939344,26.250490033496213
20897,MANAMA,50.55364782738214,26.25993199404761
20898,MERSIN,34.6978500292289,36.80434808191675
20899,MUMBAI,72.83288313785448,18.90070776857356
20900,MUMBAI,72.83896857833422,18.923548955201227
20901,MUMBAI,72.84831633645244,18.92493586339832
20902,MUMBAI,72.84201355079571,18.9239298791696
20903,MUMBAI,72.85359146924709,18.924548980096297
20904,MUMBAI,72.84373350222627,18.906393203449134
20905,MUMBAI,72.8481884365478,18.929630158672808
20906,MUMBAI,72.85455289129533,18.931192378800635
20907,MUMBAI,72.8534379590342,18.91946965399157
20908,OIKAWA,138.32130261425218,34.78095646616102
20909,OIKAWA,138.3207869273102,34.77650724571841
20910,OIKAWA,138.31726560311435,34.77938851976048
20911,OIKAWA,138.31209681705687,34.77204863149865
20912,OIKAWA,138.31203066116746,34.76818640787597
20913,PHUKET,98.43167297296708,7.861522413109793
20914,PHUKET,98.4371684696172,7.861626401396185
20915,PHUKET,98.43728386984304,7.864362828835901
20916,PHUKET,98.44291335884458,7.865603835034861
20917,PHUKET,98.42724835806723,7.862364775121587
20918,PHUKET,98.44862762426669,7.86670689765877
20919,SENDAI,141.14395055444874,38.306268652594085
20920,SITRAH,50.64419365384711,26.091407163463465
20921,SITRAH,50.64032879608619,26.120300756430268
20922,SITRAH,50.641287585783914,26.10569101170923
20923,SITRAH,50.63516550295538,26.118772592643595
20924,SITRAH,50.63547773136239,26.122383398921414
20925,SITRAH,50.654704632552544,26.129435114780343
20926,SITRAH,50.64092662997728,26.11036381909472
20927,SITRAH,50.64360674019854,26.095849215685288
20928,SITRAH,50.65110232603203,26.127860845557983
20929,SITRAH,50.65496090128836,26.134486376056124
20930,SITRAH,50.64182834308012,26.100626065302748
20931,SITRAH,50.639847214139024,26.11457993671836
20932,SITRAH,50.63878272162268,26.12350531055334
20933,SITRAH,50.651014501590616,26.134073260580013
20934,SITRAH,50.64206025839536,26.09603082041589
20935,SURADE,106.513633728,-7.39794015884
20936,TOGIAK,-160.34740173890478,58.94246798564482
20937,TOGIAK,-160.3423079516564,58.92926452952542
20938,TOGIAK,-160.3539966934401,58.937690855535614
20939,ABIDJAN,-4.046406685947344,5.226693723355785
20940,ABIDJAN,-4.062195603369897,5.221397785451898
20941,ABIDJAN,-4.06170570285715,5.215849008625948
20942,ABIDJAN,-4.0516323091422635,5.2310226759168605
20943,ABIDJAN,-4.03157178136007,5.226735878047519
20944,ABIDJAN,-4.056779102468558,5.221223371061985
20945,ABIDJAN,-4.0464091744958655,5.231115251408891
20946,ABIDJAN,-4.041421237841078,5.231457743716105
20947,ABIDJAN,-4.066717405180146,5.221235471095401
20948,ABIDJAN,-4.077107364947928,5.22156530345701
20949,ABIDJAN,-4.0618188130852335,5.226128377878199
20950,ABIDJAN,-4.072230826079142,5.215926431320152
20951,ABIDJAN,-4.021533284086787,5.23221245218984
20952,ABIDJAN,-4.081928943061256,5.220922637810376
20953,ABIDJAN,-4.02161999779006,5.22711175264832
20954,ABIDJAN,-4.057196021806085,5.215940653582478
20955,ABIDJAN,-4.025894955869046,5.226561773480759
20956,ABIDJAN,-4.066591447073857,5.21613764184097
20957,ABIDJAN,-4.076679200207852,5.215651413766386
20958,ABIDJAN,-4.026134643967816,5.231426242581479
20959,ABIDJAN,-4.082460263474928,5.215806024867936
20960,ABIDJAN,-4.041358916216085,5.2266270992180015
20961,ABIDJAN,-4.015879390064424,5.231952018598292
20962,ALESUND,6.280817215212597,62.43806638172352
20963,ALESUND,6.277353033081796,62.44179152406269
20964,ANAKLIA,41.54832974470612,42.38226361591416
20965,ANAKLIA,41.54331298841148,42.38466785502264
20966,ANAKLIA,41.5456595152653,42.38018413491909
20967,ANAKLIA,41.54874858221572,42.37806161070967
20968,ANAKLIA,41.54118111253406,42.38239731390514
20969,ANAKLIA,41.53869623391078,42.387125610891225
20970,CILACAP,109.04829657250755,-7.747859606954312
20971,CILACAP,109.04288555903383,-7.744078711302707
20972,CONAKRY,-13.715057884739624,9.48699905037103
20973,CONAKRY,-13.720582841903374,9.490806238603167
20974,CONAKRY,-13.720647197345432,9.486640323583739
20975,CONAKRY,-13.709180129950042,9.48633968377948
20976,CONAKRY,-13.715405579697498,9.49115312228135
20977,KEELUNG,121.72772904461368,25.191786004547055
20978,KEELUNG,121.79665933604775,25.158485315043706
20979,KEELUNG,121.72846861750575,25.181671633791215
20980,KEELUNG,121.72859625952884,25.18629025847689
20981,KEELUNG,121.71665195833864,25.18942553157159
20982,KEELUNG,121.72229728330392,25.203056571288094
20983,KEELUNG,121.72282946384276,25.188218748885333
20984,KEELUNG,121.73328998839835,25.185268026788687
20985,KEELUNG,121.71729525417456,25.19899880849788
20986,KEELUNG,121.72216653285936,25.1980749630921
20987,KEELUNG,121.72317656728572,25.192963072392143
20988,KEELUNG,121.73293758190236,25.190391121543968
20989,KEELUNG,121.71628706624428,25.194957463690084
20990,KIMITSU,139.8307535403255,35.361114005392295
20991,KIMITSU,139.83000433270175,35.36320803125961
20992,LARNACA,33.659780351361405,34.92451937750957
20993,LARNACA,33.6591124970642,34.92094899756873
20994,LARNACA,33.654734082031865,34.921818762557656
20995,LARNACA,33.64866022189204,34.91923888364816
20996,LARNACA,33.65926749897191,34.91690740498799
20997,LARNACA,33.66491890037786,34.92380385800232
20998,LARNACA,33.65415299189677,34.918352504829684
20999,LARNACA,33.67023870465147,34.94170412342681
21000,LARNACA,33.66529910085864,34.93900507200333
21001,LARNACA,33.66489464292563,34.91912478046008
21002,LARNACA,33.6649449435015,34.915188111872666
21003,NAHA KO,127.63016471763125,26.205121652863284
21004,NAHA KO,127.6460698678767,26.23620791299031
21005,NAHA KO,127.64630925490552,26.240340789757965
21006,NAHA KO,127.65849403556084,26.23658006428252
21007,NAHA KO,127.66642711758747,26.24432403665681
21008,NAHA KO,127.674265970849,26.23684069514844
21009,NAHA KO,127.66899332391051,26.23930437103448
21010,NEWPORT,-68.83187194019929,12.051349563613298
21011,TERNATE,127.3956034035282,0.7895748850138444
21012,TERNATE,127.39554294413836,0.7862822185573352
21013,TERNATE,127.39594968219735,0.7827878179604789
21014,TERNATE,127.39560140283498,0.7926618867936701
21015,HELSINGBORG,12.683830765524434,55.93875437044499
21016,HELSINGBORG,12.688950081084188,55.93719315891796
21017,HELSINGBORG,12.684486589523711,55.94313093846469
21018,HELSINGBORG,12.682714075172925,55.934599602713874
21019,HELSINGBORG,12.688570826476262,55.93331798175454
21020,CHIMBOTE,-78.57977818151086,-9.120976103432753
21021,FUJAIRAH,56.364437482249926,25.184672125961697
21022,FUJAIRAH,56.368990379777095,25.184543676111083
21023,FUJAIRAH,56.36364218112938,25.17578653805133
21024,FUJAIRAH,56.358847523046805,25.181106315370727
21025,FUJAIRAH,56.35917856133175,25.172962430544928
21026,FUJAIRAH,56.37350338544225,25.184955516698388
21027,FUJAIRAH,56.3591199227427,25.174792993705957
21028,FUJAIRAH,56.38443977526253,25.189240677404783
21029,FUJAIRAH,56.3669048513384,25.18645427553424
21030,FUJAIRAH,56.36919085344172,25.20780777718883
21031,FUJAIRAH,56.368936848107545,25.20593240512511
21032,FUJAIRAH,56.36196729924309,25.172713675417988
21033,FUNAFUTI,179.18637484445864,-8.502447188299556
21034,FUNAFUTI,179.19466285323415,-8.503411452123462
21035,KAKOGAWA,134.8330987595201,34.70426075939974
21036,KAKOGAWA,134.81067544978958,34.72439450736966
21037,KAKOGAWA,134.8286334749182,34.70779728839997
21038,KAKOGAWA,134.8094368114054,34.72066309907196
21039,KAKOGAWA,134.83031316903447,34.70933421372889
21040,KAKOGAWA,134.8109318770503,34.7170072017924
21041,KAKOGAWA,134.83290913219986,34.701970838820834
21042,KAKOGAWA,134.83233900824118,34.708687652395604
21043,KALIMNOS,26.98700902949359,36.93461480763066
21044,KAWASAKI,139.73646774248616,35.48585458217116
21045,KAWASAKI,139.75604731562476,35.50354401281317
21046,KAWASAKI,139.76044959203168,35.49297612117582
21047,KAWASAKI,139.73692998312424,35.48512785054195
21048,KAWASAKI,139.73733986257307,35.48458154437957
21049,KAWASAKI,139.7540647251431,35.48838804040073
21050,KAWASAKI,139.74065551005455,35.48020307719003
21051,KAWASAKI,139.7704051713634,35.495620201353965
21052,KAWASAKI,139.774905825518,35.4976207150866
21053,KISARAZU,139.82622365765363,35.36262027223538
21054,KISARAZU,139.89926145103536,35.376335412485
21055,KISARAZU,139.81794665885946,35.364643735309045
21056,KISARAZU,139.85189702858665,35.39113804058012
21057,KISARAZU,139.8517051144667,35.38683518125112
21058,KISARAZU,139.82198972508175,35.36146483772974
